"","logFC","AveExpr","t","P.Value","adj.P.Val","Significance"
"fam3d",-0.35078189400628,-3.24483927322151,0,0.999410696084654,1,"Not significant"
"dync2li1",0.450390512360066,-2.91453136401766,0,0.999413628679531,1,"Not significant"
"tbc1d30",0.679064343084468,5.76223808602815,0,0.999415415026767,1,"Not significant"
"klhl15",-0.526450885916891,1.40194539357156,0,0.999420060861075,1,"Not significant"
"zc2hc1b",-0.434115208395959,0.444238290978165,0,0.999422351586863,1,"Not significant"
"tril",0.53829946944109,0.197247389379108,0,0.999423389345704,1,"Not significant"
"zdhhc2",0.709582724504791,3.46667703851865,0,0.999427945109538,1,"Not significant"
"ms4a4a",0.331811362176945,1.25876210600879,0,0.999429718950163,1,"Not significant"
"tanc1",-0.38671433774142,-0.354838657092811,0,0.999432782421779,1,"Not significant"
"ada2",-0.63787979894034,5.99759339933209,0,0.999433269240957,1,"Not significant"
"rps9",0.652341999825717,9.70477538470847,0,0.999437512276086,1,"Not significant"
"myl5",-0.445680694871443,0.328683388356249,0,0.999438289575214,1,"Not significant"
"nt5dc4",-0.150686542495374,-4.19705888710676,0,0.999443081874754,1,"Not significant"
"ankrd2",0.55193596668356,0.068880691920382,0,0.999447399281294,1,"Not significant"
"fam180b",0.202537610442957,-3.48241857886211,0,0.999456278057928,1,"Not significant"
"gstt4",0.198828707521259,0.147397029047257,0,0.99945643273305,1,"Not significant"
"ttbk1",-0.464416174061647,-1.86465825540728,0,0.999456984138002,1,"Not significant"
"prob1",0.476917445288132,-0.287567474329864,0,0.999457574788038,1,"Not significant"
"tnnt1",0.137257662912173,-2.39151715692577,0,0.999467249030439,1,"Not significant"
"eml5",0.45198060163913,0.348908473842973,0,0.999467741654794,1,"Not significant"
"fam216b",-0.321866744160055,-3.75162556995781,0,0.999470744116911,1,"Not significant"
"gp9",0.429871699501635,4.54039563704742,0,0.999472169605116,1,"Not significant"
"sp6",-0.402480766511997,-1.54277969854894,0,0.999472246805461,1,"Not significant"
"sox5",-0.300063168386454,-3.23549690636068,0,0.999475603141072,1,"Not significant"
"septin5",0.535257185537652,4.00751532900933,0,0.999477254481362,1,"Not significant"
"sepsecs",-0.570646898079387,0.473918449153285,0,0.999479536907106,1,"Not significant"
"ect2",-0.497692710626432,1.39139964715448,0,0.999483091174293,1,"Not significant"
"cavin3",0.47046264129198,2.94487774633457,0,0.999484219690973,1,"Not significant"
"mogat2",0.61914491369047,7.20534276138804,0,0.999484568036025,1,"Not significant"
"zbtb20",0.65981998210025,2.65768919434894,0,0.99948540218172,1,"Not significant"
"tmod4",-0.433935213419329,-1.45970493686095,0,0.99948881786348,1,"Not significant"
"fam184a",-0.361962768332608,-3.61641200538933,0,0.999489979256007,1,"Not significant"
"klk4",0.267579703684016,-2.23590176678063,0,0.999490031895873,1,"Not significant"
"eif2ak2",-0.610851617822111,4.76725452741219,0,0.999490506946576,1,"Not significant"
"plet1",0.306331285593251,-2.28855736639015,0,0.999490913525948,1,"Not significant"
"tdo2",-0.373948271213629,-3.62810280999444,0,0.999490950314203,1,"Not significant"
"lrrc32",-0.453618341319364,-1.88052611182655,0,0.999503727136151,1,"Not significant"
"pnpla4",-0.200930988687313,0.804558256930476,0,0.999505450373547,1,"Not significant"
"hdc",-0.410851871255699,-2.09851821205742,0,0.9995058510803,1,"Not significant"
"sparc",-0.519739988158904,4.16861922138551,0,0.999513326491417,1,"Not significant"
"prss16",0.200223156308441,-2.28630321733471,0,0.999515327168219,1,"Not significant"
"mtor",-0.509782986048766,3.91276228130776,0,0.999516880789856,1,"Not significant"
"fasn",-0.734592442770906,7.37559491338547,0,0.999518744061883,1,"Not significant"
"pcdhgc4",-0.348433980780822,-2.24042906421459,0,0.99952033756145,1,"Not significant"
"prss29",0.217355892534638,-2.52007885592502,0,0.9995203525593,1,"Not significant"
"kcnf1",0.405733207686984,-0.932200475031198,0,0.999525910415017,1,"Not significant"
"lcn9",-0.323396709192373,-2.5931066267519,0,0.999528327581058,1,"Not significant"
"slc25a37",0.416918650070035,7.71385088483396,0,0.999532799696796,1,"Not significant"
"kiaa1522",0.541684932407528,1.26224238737276,0,0.999534434612139,1,"Not significant"
"fkbp14",-0.506576780224797,-0.300474200680229,0,0.999535369179448,1,"Not significant"
"or52n5",0.161757909726844,0.070540353619963,0,0.999535418000249,1,"Not significant"
"cldn34",-0.157635474873481,-3.50918824247318,0,0.999535892365566,1,"Not significant"
"nek2",-0.578508162538219,1.35304377774663,0,0.999540257870806,1,"Not significant"
"scai",-0.390193375705653,-2.11035192539485,0,0.999541501368358,1,"Not significant"
"adra2a",0.434032691919244,1.80438849954533,0,0.999541655525318,1,"Not significant"
"panx3",-0.338294409334701,-3.49837417603418,0,0.99954503331649,1,"Not significant"
"il13",-0.209049524541614,-2.22431606114186,0,0.999547905679256,1,"Not significant"
"supt4h1",0.590178200787147,6.29665167720463,0,0.999548795417729,1,"Not significant"
"uggt1",-0.523051301648963,4.13869576881543,0,0.999553305184496,1,"Not significant"
"zfyve28",0.59288240819796,0.19881955955376,0,0.999558009774488,1,"Not significant"
"krt15",0.0931313086977821,-2.7917207150142,0,0.999561244356064,1,"Not significant"
"dnaaf3",0.567003976383279,-0.551614689450001,0,0.999565919830553,1,"Not significant"
"scn5a",-0.261082003588944,-3.75371651508874,0,0.999566862895954,1,"Not significant"
"cep97",-0.634877004712166,2.65797340288479,0,0.999568202969401,1,"Not significant"
"evpl",0.448850156744525,-1.53115474342055,0,0.999568348568759,1,"Not significant"
"catsper4",-0.300454361663193,-2.7833786438951,0,0.999569477326852,1,"Not significant"
"syt7",0.366103983634756,-3.04039665545234,0,0.999570317228907,1,"Not significant"
"s100a6",-0.258565267917183,-3.035501090306,0,0.999571179402796,1,"Not significant"
"ig delta chain c region membrane-bound form ",0.422015344853732,3.04417229905667,0,0.999573388944727,1,"Not significant"
"rpl22",0.560205405740049,4.11052014210047,0,0.999573868057062,1,"Not significant"
"spon2",-0.516800090922242,4.69878295465533,0,0.99957434174119,1,"Not significant"
"ccdc18",0.579240943120202,1.84183787274916,0,0.99957513911461,1,"Not significant"
"fdft1",0.463410313538363,6.15872288334498,0,0.999578267110613,1,"Not significant"
"usp37",-0.571525290791515,1.83074920752136,0,0.999580731606825,1,"Not significant"
"dcn",0.159539100612475,-4.01348283822,0,0.999583049159421,1,"Not significant"
"deup1",0.320169222277043,-2.77776972734262,0,0.99958429307538,1,"Not significant"
"kmt2d",-0.572365143552844,7.75616084023675,0,0.99958431875337,1,"Not significant"
"ncapg2",-0.516517568748524,0.879781479833609,0,0.999584818947604,1,"Not significant"
"epm2aip1",-0.429767558047062,2.65131804602963,0,0.999586256861863,1,"Not significant"
"slc9a3",-0.571105937955452,2.59995715107865,0,0.999586905512742,1,"Not significant"
"dipk1b",0.529809340952513,2.3442974715975,0,0.999587123729663,1,"Not significant"
"abca1",-0.492070415548013,4.47442816612937,0,0.999588129620711,1,"Not significant"
"ighv4-59",-0.0527566747853141,1.28842326232835,0,0.999591979031352,1,"Not significant"
"kif26b",-0.311528585203904,-0.267084509222368,0,0.99959452974206,1,"Not significant"
"cav1",0.33065956043766,-2.94010285661383,0,0.999596010878921,1,"Not significant"
"ca11",0.623719242211177,0.538864285961283,0,0.999597940615356,1,"Not significant"
"nrep",-0.508828511424447,-0.864816281442823,0,0.999598967892995,1,"Not significant"
"cd82",0.460882958844056,8.27476569864582,0,0.99960136416668,1,"Not significant"
"smkr1",0.710164556143693,1.01307846029858,0,0.999606712802886,1,"Not significant"
"abca6",0.354681749623772,0.875939528888776,0,0.999609753274172,1,"Not significant"
"sirpd",0.341306887783021,-0.397005658733203,0,0.999611813384781,1,"Not significant"
"gja5",0.249611285436167,-3.8795935109882,0,0.999612228184516,1,"Not significant"
"cc2d2b",-0.331337517038877,-1.55497481879709,0,0.999617976728199,1,"Not significant"
"smim26",0.576498540969751,1.27712048160035,0,0.999618518532843,1,"Not significant"
"pkd2",-0.363474597669689,-1.86956200868129,0,0.999619318748215,1,"Not significant"
"slc9a4",-0.199556235026787,-3.76276189923316,0,0.999620690428157,1,"Not significant"
"prss57",0.564877215740511,6.26118829360787,0,0.999620970931577,1,"Not significant"
"ces3",0.451177860409263,2.57851652476607,0,0.999622015698932,1,"Not significant"
"hcn2",-0.306183434490306,-3.50413229227499,0,0.999622844551086,1,"Not significant"
"has2",-0.287309550793134,-0.0797109553448,0,0.999622949683146,1,"Not significant"
"scn1b",0.382208742400149,-0.6798333687574,0,0.999623006468639,1,"Not significant"
"drc7",-0.48038219534769,0.799174222656642,0,0.999625060245434,1,"Not significant"
"prom2",0.423074339895251,-1.10670594329364,0,0.999627110793405,1,"Not significant"
"arl5b",-0.32872770139633,-0.330115183864361,0,0.999627635053415,1,"Not significant"
"pon1",0.136108321743643,-3.9188492673765,0,0.999636791968482,1,"Not significant"
"smim35",0.435389554307421,-1.81027206109626,0,0.999638473670873,1,"Not significant"
"gstt1",-0.156170727482519,6.35231194286091,0,0.99964115181913,1,"Not significant"
"hjv",0.346088250209596,-3.53589744123329,0,0.999642301586154,1,"Not significant"
"kdr",-0.327686307807103,-1.6819294750426,0,0.999643346238205,1,"Not significant"
"foxb1",0.448816879528586,-1.85552983320552,0,0.999644369714431,1,"Not significant"
"rbm11",0.728457326753749,0.644269590932465,0,0.999644474428708,1,"Not significant"
"stmp1",0.541643133808853,6.40070273161969,0,0.999646365489731,1,"Not significant"
"cd276",0.640385343292548,0.549895972721494,0,0.999649868120767,1,"Not significant"
"trim16",0.0856428695439888,-3.47799338744087,0,0.999650378945784,1,"Not significant"
"trim69",-0.374850519799001,3.69447752317369,0,0.999652490675774,1,"Not significant"
"homer3",0.643230267894218,3.60161509967844,0,0.999655478204652,1,"Not significant"
"orc1",-0.67728296930936,2.91657394518206,0,0.999657790236659,1,"Not significant"
"adgrd1",-0.410197767270751,1.25253253070839,0,0.999657996093572,1,"Not significant"
"sftpb",0.13119443889853,-3.9512868750901,0,0.999658493582487,1,"Not significant"
"igfl3",0.217234702697436,-3.04646375175497,0,0.999659183560906,1,"Not significant"
"hunk",-0.48708311200932,-0.284937646670699,0,0.99966103910268,1,"Not significant"
"ctrl",-0.444855046707829,-1.83665477773006,0,0.999661622257508,1,"Not significant"
"svep1",0.323639402799531,-1.89943197367526,0,0.999662241878451,1,"Not significant"
"dntt",0.148415969293127,0.0693874894504827,0,0.999662736943076,1,"Not significant"
"tfpi",0.442268537566469,0.567863100880478,0,0.99966374084333,1,"Not significant"
"marchf3",0.410661152733805,0.772365785559706,0,0.999663941419073,1,"Not significant"
"pdcd1lg2",0.195606379738289,-2.4916014203814,0,0.999664377231715,1,"Not significant"
"etnppl",0.194819289993987,-3.67989141458454,0,0.99966444636159,1,"Not significant"
"spata18",0.357796465229058,-2.93805597111445,0,0.999665300060037,1,"Not significant"
"tmem40",-0.40568185725873,-0.681267890661116,0,0.999666389446833,1,"Not significant"
"abhd14b",0.764330460794892,3.31032074559423,0,0.999667454199924,1,"Not significant"
"oscar",0.63206821065609,6.78310611825587,0,0.999672683133283,1,"Not significant"
"percc1",-0.373359688614643,-2.67339346676935,0,0.999674597008942,1,"Not significant"
"slc6a18",-0.542180294481138,-0.0908314868132659,0,0.999674761182703,1,"Not significant"
"pla2g4d",0.291186274280081,-3.594663798103,0,0.999675050087455,1,"Not significant"
"gjc3",-0.557731034034939,0.220412466394938,0,0.999675901734437,1,"Not significant"
"far2",-0.513946479536896,0.590907141168307,0,0.999675926333995,1,"Not significant"
"kif2c",-0.613763004853876,2.04370030630281,0,0.999676239224849,1,"Not significant"
"prrt2",-0.57635505295673,1.14778926336312,0,0.999678468891507,1,"Not significant"
"psmd8",0.422835401284535,8.8582907536164,0,0.999682267380645,1,"Not significant"
"pcsk4",-0.236404582614205,-2.24332371413458,0,0.999685439436825,1,"Not significant"
"col8a1",0.157231343647124,-3.46202027379093,0,0.999685456968802,1,"Not significant"
"kiaa1328",0.402492499412088,-1.9712943564843,0,0.999689371647704,1,"Not significant"
"ajap1",0.313110507616378,-3.12927103283383,0,0.999689768336046,1,"Not significant"
"tubb1",0.47674250590106,7.14651017626987,0,0.999689896563142,1,"Not significant"
"ankrd66",-0.237179015930057,-2.8106062089781,0,0.999690517915733,1,"Not significant"
"map3k2",-0.392690814621377,2.77757978484543,0,0.999691020715108,1,"Not significant"
"c17orf64",0.182101078068928,1.48801200941679,0,0.999693196726347,1,"Not significant"
"fsd1l",0.434990289211924,-0.115361159082161,0,0.999693921192162,1,"Not significant"
"wdr45",0.458557551656614,8.50790684453698,0,0.999696228985629,1,"Not significant"
"usp45",-0.474670284099442,0.816533770320585,0,0.999697048094668,1,"Not significant"
"cxcl9",-0.206267754457276,-2.44976663149728,0,0.999699326470508,1,"Not significant"
"efemp1",-0.28742918416306,-3.59439777974332,0,0.999700235238427,1,"Not significant"
"slc24a4",-0.401907270891531,-1.36175595756907,0,0.999701285155866,1,"Not significant"
"plxna2",-0.4620794470589,-1.06831047744848,0,0.99970392556355,1,"Not significant"
"ctnnal1",-0.563592843085622,1.31236091226528,0,0.999704665109633,1,"Not significant"
"pi15",-0.0383405446785117,-1.37221108913212,0,0.999705106995909,1,"Not significant"
"amer2",-0.403758779655496,-1.61483024609916,0,0.999705400216563,1,"Not significant"
"bag1",0.596006557918977,5.34396223316741,0,0.999705674316614,1,"Not significant"
"ttc8",0.646745381620802,0.616368735114286,0,0.999706099775461,1,"Not significant"
"cenpk",0.433904684357204,1.05232729540994,0,0.999706234590047,1,"Not significant"
"h2ac20",0.487365522927659,5.42521082940276,0,0.999708980923868,1,"Not significant"
"mmp13",-0.422742195194303,-2.74538983139758,0,0.999710128979823,1,"Not significant"
"slc18a1",-0.257214950614362,-3.04594031898172,0,0.99971262020398,1,"Not significant"
"foxm1",-0.631905092844047,2.40536860592561,0,0.999713058632298,1,"Not significant"
"eef1akmt4-ece2",-0.315928159132804,-3.57401402944736,0,0.999713743668319,1,"Not significant"
"gpd3",0.467170416491207,1.23480494942906,0,0.999713775774824,1,"Not significant"
"mslnl",-0.351898862464923,-2.13049420936916,0,0.999714269902932,1,"Not significant"
"c2orf73",0.178121341012214,-3.15136055423472,0,0.999714341598397,1,"Not significant"
"insl3",-0.140653815379549,-2.27369225979647,0,0.99971494614355,1,"Not significant"
"rps8",0.605263564646204,8.03531087540597,0,0.999715051844985,1,"Not significant"
"jam2",0.325960870703616,1.39998683440967,0,0.999715077584658,1,"Not significant"
"dtnbp1",0.524750123133587,4.38525540361048,0,0.999716596255908,1,"Not significant"
"rasa4",0.494664158450172,1.97803971660485,0,0.999717987480703,1,"Not significant"
"cdkn3",0.56867178620674,1.64780344116971,0,0.999718349371454,1,"Not significant"
"pde8a",0.650084755172728,1.71165753961426,0,0.999720544565717,1,"Not significant"
"lrrc75b",0.643800544202814,7.17051609982963,0,0.999720580582938,1,"Not significant"
"gal3st2",-0.324644847995392,-2.84395718887684,0,0.999724799343247,1,"Not significant"
"lrrc14b",-0.304142014431009,-3.18738563192836,0,0.999724888505429,1,"Not significant"
"cacnb4",0.31598718735213,-3.54885304775802,0,0.999725245658871,1,"Not significant"
"wnt16",0.274563346633469,-2.19394488248387,0,0.999732000589678,1,"Not significant"
"ddit3",0.630290081765921,4.72204836657194,0,0.999733034911221,1,"Not significant"
"cdc25b",0.395421639002226,7.32366465497387,0,0.999734546165824,1,"Not significant"
"peg10",0.328061851168157,-2.36056495274515,0,0.999735105892149,1,"Not significant"
"guca2b",0.137118010458244,-3.12326191391204,0,0.999736266236991,1,"Not significant"
"cyp11b1",0.237627334571685,0.585729085998658,0,0.999737575687283,1,"Not significant"
"nkg2a",-0.290082187435048,-1.42603638415881,0,0.99973802074201,1,"Not significant"
"msrb1",0.539228318752794,7.68445262637548,0,0.999738313177535,1,"Not significant"
"serpinb9",0.497227157640699,3.69991900062652,0,0.999738895201839,1,"Not significant"
"pikfyve",-0.409663570944327,3.72101234574295,0,0.999740028836956,1,"Not significant"
"mreg",0.361070458944751,-1.70190075376124,0,0.999740782698467,1,"Not significant"
"alb",0.0872397106631821,-1.47094120273057,0,0.999742504229744,1,"Not significant"
"slc45a1",-0.278385072650649,-3.66363630271145,0,0.999742519524684,1,"Not significant"
"rnf39",0.5173721194758,3.48691409543401,0,0.999742934913734,1,"Not significant"
"calhm2",0.698696276089909,2.80396713661056,0,0.999743413691068,1,"Not significant"
"pbrm1",-0.585547295440078,3.55762553883633,0,0.999743922268903,1,"Not significant"
"tlr5",0.109962368022597,-1.09905288333832,0,0.999747007630203,1,"Not significant"
"fcgr1a",0.573615343145807,7.99123949014536,0,0.999750198548677,1,"Not significant"
"pnma6a",0.446805240130592,-1.52924389914323,0,0.999751973544778,1,"Not significant"
"trim72",-0.377238794071628,-1.97397372352172,0,0.99975201288074,1,"Not significant"
"litaf",0.664068968836777,8.16665244400889,0,0.999753861760815,1,"Not significant"
"slc23a3",-0.376021999451026,-2.85929762816907,0,0.999754768955026,1,"Not significant"
"alpi",0.0666845126413504,-0.7102781564506,0,0.99975531920119,1,"Not significant"
